Pub_year,Title,DOI,subject,top5_keywords
1982.0,cloning yeast telomeres on linear plasmid vectors,https://doi.org/10.1016/0092-8674(82)90109-X,Medicine,plasmid vectors telomeres cloning linear yeast
1984.0,a new type of papillomavirus dna its presence in genital cancer biopsies and in cell lines derived from cervical cancer,,Medicine,cancer cervical biopsies genital papillomavirus lines derived presence dna type
1980.0,high efficiency transformation by direct microinjection of dna into cultured mammalian cells,https://doi.org/10.1016/0092-8674(80)90358-X,Medicine,microinjection cultured efficiency direct transformation mammalian dna cells
1984.0,a comprehensive set of sequence analysis programs for the vax,https://doi.org/10.1093/nar/12.1Part1.387,Medicine,vax programs comprehensive set sequence analysis
1984.0,unidentified curved bacilli in the stomach of patients with gastritis and peptic ulceration,https://doi.org/10.1016/S0140-6736(84)91816-6,Medicine,ulceration peptic gastritis bacilli unidentified curved stomach patients
1984.0,unidentified curved bacilli in the stomach of patients with gastritis and peptic ulceration,https://doi.org/10.1016/S0140-6736(84)91816-6,Medicine,ulceration peptic gastritis bacilli unidentified curved stomach patients
1991.0,a novel multigene family may encode odorant receptors a molecular basis for odor recognition,https://doi.org/10.1016/0092-8674(91)90418-X,Medicine,odor encode odorant multigene recognition basis family receptors novel molecular
1991.0,a novel multigene family may encode odorant receptors a molecular basis for odor recognition,https://doi.org/10.1016/0092-8674(91)90418-X,Medicine,odor encode odorant multigene recognition basis family receptors novel molecular
1974.0,the genetics of caenorhabditis elegans,,Medicine,genetics elegans caenorhabditis
1970.0,neuronal correlates of habituation and dishabituation of the gill withdrawal reflex in aplysia,https://doi.org/10.1126/science.167.3926.1743,Medicine,aplysia withdrawal gill dishabituation correlates habituation reflex neuronal
1977.0,stimulation of guanylate cyclase by sodium nitroprusside nitroglycerin and nitric oxide in various tissue preparations and comparison to the effects of sodium azide and hydroxylamine,,Medicine,sodium nitroglycerin guanylate nitroprusside azide nitric hydroxylamine preparations stimulation oxide
1986.0,phosphodiesterase inhibitors induce endothelium dependent relaxation of rat and rabbit aorta by potentiating the effects of spontaneously released endothelium derived relaxing factor,,Medicine,endothelium potentiating inhibitors relaxing spontaneously phosphodiesterase induce aorta relaxation released
1986.0,depression of contractile responses in rat aorta by spontaneously released endothelium derived relaxing factor,,Medicine,contractile depression responses relaxing spontaneously endothelium aorta released rat factor
1987.0,endothelium derived relaxing factor from pulmonary artery and vein possesses pharmacologic and chemical properties identical to those of nitric oxide radical,https://doi.org/10.1161/01.RES.61.6.866,Medicine,radical pharmacologic vein artery pulmonary nitric relaxing endothelium possesses oxide
1969.0,adenyl cyclase in fat cells ii hormone receptors,,Medicine,fat hormone adenyl receptors cyclase ii cells
1971.0,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver iv effects of guanyl nucleotides on binding of 125i glucagon,,Medicine,glucagon guanyl 125i iv nucleotides membranes adenyl plasma rat cyclase
1971.0,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver i properties,,Medicine,glucagon membranes adenyl plasma rat cyclase sensitive liver properties system
1971.0,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver v an obligatory role of guanyl nucleotides in glucagon action,,Medicine,glucagon obligatory guanyl membranes nucleotides adenyl plasma rat cyclase sensitive
1971.0,the glucagon sensitive adenyl cyclase system in plasma membranes of rat liver iii binding of glucagon method of assay and specificity,,Medicine,glucagon assay membranes adenyl iii rat plasma cyclase specificity sensitive
1969.0,adenyl cyclase in fat cells i properties and the effects of adrenocorticotropin and fluoride,,Medicine,adrenocorticotropin fat fluoride adenyl cyclase effects properties cells
1955.0,Conversion of phosphorylase b to phosphorylase a in muscle extracts.,,Medicine,phosphorylase extracts conversion muscle
1958.0,the reaction of sodium borohydride with muscle phosphorylase1,https://doi.org/10.1021/ja01544a082,Medicine,phosphorylase1 borohydride muscle sodium reaction
1981.0,mproved patch-clamp techniques for high-resolution current recording from cells and cell-free membrane patches,https://doi.org/10.1007/BF00656997,Medicine,mproved patches patch clamp techniques recording current resolution free membrane
1981.0,Improved patch-clamp techniques for high-resolution current recording from cells and cell-free membrane patches,https://doi.org/10.1007/BF00656997,Medicine,patches clamp patch techniques improved recording current resolution free membrane
1959.0,SUPRALETHAL WHOLE BODY IRRADIATION AND ISOLOGOUS MARROW TRANSPLANTATION IN MAN,https://doi.org/10.1172/JCI103949,Medicine,isologous marrow supralethal whole irradiation transplantation man body
1956.0,Successful Homotransplantation of the Kidney in an Identical Twin,,Medicine,homotransplantation twin kidney successful identical
1962.0,pharmacology of a new adrenergic beta receptor blocking compound nethalide,https://doi.org/10.1016/S0140-6736(62)90103-4,Medicine,nethalide blocking pharmacology compound adrenergic receptor beta new
1952.0,studies on condensed pyrimidine systems ix the synthesis of some 6 substituted purines,https://doi.org/10.1021/ja01122a037,Medicine,purines substituted pyrimidine condensed ix systems studies synthesis
1954.0,antagonists of nucleic acid derivatives viii synergism in combinations of biochemically related antimetabolites,,Medicine,antimetabolites biochemically antagonists synergism combinations nucleic viii derivatives related acid
1952.0,studies on condensed pyrimidine systems ix the synthesis of some 6 substituted purines,https://doi.org/10.1021/ja01122a037,Medicine,purines substituted pyrimidine condensed ix systems studies synthesis
1954.0,antagonists of nucleic acid derivatives viii synergism in combinations of biochemically related antimetabolites,,Medicine,antimetabolites biochemically antagonists synergism combinations nucleic viii derivatives related acid
1954.0,a nerve growth stimulating factor isolated from sarcom as 37 and 180,https://doi.org/10.1073/pnas.40.10.1014,Medicine,sarcom 180 37 stimulating growth factor nerve isolated
1956.0,a nerve growth stimulating factor isolated from snake venom,https://doi.org/10.1073/pnas.42.9.571,Medicine,venom snake stimulating growth factor nerve isolated
1952.0,effects of mouse tumor transplantation on the nervous system,https://doi.org/10.1111/j.1749-6632.1952.tb26548.x,Medicine,nervous transplantation tumor mouse effects system
1974.0,binding and degradation of low density lipoproteins by cultured human fibroblasts comparison of cells from a normal subject and from a patient with homozygous familial hypercholesterolemia,,Medicine,hypercholesterolemia familial homozygous lipoproteins degradation cultured patient subject comparison fibroblasts
1974.0,binding and degradation of low density lipoproteins by cultured human fibroblasts comparison of cells from a normal subject and from a patient with homozygous familial hypercholesterolemia,,Medicine,hypercholesterolemia familial homozygous lipoproteins degradation cultured patient subject comparison fibroblasts
1974.0,towards a network theory of the immune system,,Medicine,network towards immune system
1951.0,chromosome organization and genic expression,https://doi.org/10.1101/SQB.1951.016.01.004,Medicine,genic organization chromosome expression
1941.0,the stability of broken ends of chromosomes in zea mays,,Medicine,mays zea chromosomes ends broken stability
1951.0,mutable loci in maize,,Medicine,maize mutable loci
1974.0,prostaglandin endoperoxides vii novel transformations of arachidonic acid in guinea pig lung,https://doi.org/10.1016/0006-291X(74)90246-0,Medicine,vii transformations endoperoxides arachidonic prostaglandin lung guinea pig novel acid
1962.0,receptive fields binocular interaction and functional architecture in the cat s visual cortex,https://doi.org/10.1113/jphysiol.1962.sp006837,Medicine,binocular architecture functional receptive visual cat cortex interaction fields
1963.0,single cell responses in striate cortex of kittens deprived of vision in one eye,https://doi.org/10.1152/jn.1963.26.6.1003,Medicine,vision responses eye kittens deprived striate cortex single cell
1965.0,receptive fields and functional architecture in two nonstriate visual areas 18 and 19 of the cat,https://doi.org/10.1152/jn.1965.28.2.229,Medicine,nonstriate areas architecture 18 19 functional receptive visual cat fields
1963.0,chemoaffinity in the orderly growth of nerve fiber patterns and connections,https://doi.org/10.1073/pnas.50.4.703,Medicine,orderly chemoaffinity connections fiber patterns growth nerve
1962.0,receptive fields binocular interaction and functional architecture in the cat s visual cortex,https://doi.org/10.1113/jphysiol.1962.sp006837,Medicine,binocular architecture functional receptive visual cat cortex interaction fields
1963.0,single cell responses in striate cortex of kittens deprived of vision in one eye,https://doi.org/10.1152/jn.1963.26.6.1003,Medicine,vision responses eye kittens deprived striate cortex single cell
1965.0,receptive fields and functional architecture in two nonstriate visual areas 18 and 19 of the cat,https://doi.org/10.1152/jn.1965.28.2.229,Medicine,nonstriate areas architecture 18 19 functional receptive visual cat fields
1952.0,some transamination reactions involving vitamin b6,,Medicine,b6 transamination vitamin involving reactions
1959.0,the serology and the prognosis of 128 cases of autoimmune hemolytic anemia,,Medicine,autoimmune prognosis 128 serology hemolytic anemia cases
1959.0,acquired hemolytic anemia with polyagglutinability of red blood cells due to a new factor present in normal human serum anti tn,,Medicine,tn polyagglutinability hemolytic acquired anti anemia red serum blood due
1954.0,leukoagglutinins v leukoagglutinins in chronic idiopathic or symptomatic pancytopenia and in paroxysmal nocturnal hemoglobinuria,,Medicine,leukoagglutinins hemoglobinuria paroxysmal nocturnal pancytopenia symptomatic idiopathic chronic
1963.0,studies on the specificity of the cellular infiltrate in delayed hypersensitivity reactions,,Medicine,hypersensitivity infiltrate delayed cellular specificity studies reactions
1961.0,the role of the reticuloendothelial system in the host reaction to neoplasia,,Medicine,neoplasia reticuloendothelial host role reaction system
1963.0,representation of a function by its line integrals with some radiological applications,https://doi.org/10.1063/1.1713127,Medicine,radiological integrals representation line applications function
1962.0,host specificity of dna produced by escherichia coli ii control over acceptance of dna from infecting phage ,https://doi.org/10.1016/S0022-2836(62)80059-X,Medicine,dna acceptance infecting phage host escherichia control specificity coli ii
1970.0,a restriction enzyme from hemophilus influenzae i purification and general properties,https://doi.org/10.1016/0022-2836(70)90149-X,Medicine,hemophilus influenzae restriction purification enzyme general properties
1969.0,discovery of modification of the synthetic tripeptide sequence of the thyrotropin releasing hormone having activity,https://doi.org/10.1016/0006-291X(69)90889-4,Medicine,tripeptide releasing thyrotropin modification hormone discovery synthetic sequence activity
1969.0,the identity of chemical and hormonal properties of the thyrotropin releasing hormone and pyroglutamyl histidyl proline amide,https://doi.org/10.1016/0006-291X(69)90868-7,Medicine,pyroglutamyl identity histidyl proline releasing thyrotropin hormonal amide hormone chemical
1969.0,isolation and properties of porcine thyrotropin releasing hormone,,Medicine,porcine releasing thyrotropin hormone isolation properties
1959.0,quantitative aspects of the reaction between insulin and insulin binding antibody,https://doi.org/10.1172/JCI103979,Medicine,insulin aspects quantitative antibody binding reaction
1956.0,insulin i131 metabolism in human subjects demonstration of insulin binding globulin in the circulation of insulin treated subjects,https://doi.org/10.1172/JCI103262,Medicine,insulin subjects i131 demonstration circulation metabolism globulin treated human binding
1960.0,immunoassay of endogenous plasma insulin in man,https://doi.org/10.1172/JCI104130,Medicine,immunoassay man insulin endogenous plasma
1966.0,experimental transmission of a kuru like syndrome to chimpanzees,https://doi.org/10.1038/209794a0,Medicine,chimpanzees kuru syndrome transmission like experimental
1955.0,tissue fractionation studies 6 intracellular distribution patterns of enzymes in rat liver tissue,https://doi.org/10.1042/bj0600604,Medicine,tissue fractionation patterns enzymes intracellular rat liver distribution studies
1955.0,tissue fractionation studies 5 the association of acid phosphatase with a special class of cytoplasmic granules in rat liver,https://doi.org/10.1042/bj0590438,Medicine,class association phosphatase granules fractionation cytoplasmic special rat tissue liver
1955.0,tissue fractionation studies 4 comparative study of the binding of acid phosphatase  glucuronidase and cathepsin by rat liver particles,https://doi.org/10.1042/bj0590433,Medicine,cathepsin glucuronidase comparative phosphatase fractionation rat study tissue liver binding
1946.0,the distribution of cytochrome oxidase and succinoxidase in the cytoplasm of the mammalian liver cell,,Medicine,succinoxidase oxidase cytochrome cytoplasm mammalian liver distribution cell
1927.0,Aus dem Leben der Bienen,https://doi.org/10.1007/978-3-642-64923-3,Medicine,bienen leben dem aus der
1935.0,Der Kumpan in der Umwelt des Vogels,https://doi.org/10.1007/BF01905355,Medicine,der vogels umwelt kumpan des
1937.0,The Companion in the Bird's World,https://doi.org/10.2307/4078077,Medicine,bird world companion
1937.0,ber die Bildung des Instinktbegriffes,https://doi.org/10.1007/BF01491749,Medicine,instinktbegriffes bildung ber die des
1959.0,dissociation of  globulin,https://doi.org/10.1021/ja01521a071,Medicine,dissociation globulin
1959.0,the hydrolysis of rabbit  globulin and antibodies with crystalline papain,https://doi.org/10.1042/bj0730119,Medicine,papain hydrolysis globulin crystalline rabbit antibodies
1962.0,adenyl cyclase iii the effect of catecholamines and choline esters on the formation of adenosine 3 5 phosphate by preparations from cardiac muscle and liver,,Medicine,choline catecholamines cardiac esters preparations phosphate adenosine muscle iii adenyl
1962.0,adenyl cyclase iv the effects of neurohormones on the formation of adenosine 3 5 phosphate by preparations from brain and other tissues,,Medicine,neurohormones iv brain preparations phosphate adenosine adenyl tissues cyclase formation
1962.0,adenyl cyclase i distribution preparation and properties,,Medicine,preparation adenyl cyclase distribution properties
1962.0,adenosine 3 5 phosphate in biological materials i purification and properties of cyclic 3 5 nucleotide phosphodiesterase and use of this enzyme to characterize adenosine 3 5 phosphate in human urine,,Medicine,phosphate adenosine characterize urine phosphodiesterase cyclic materials purification nucleotide biological
1957.0,o methylation of epinephrine and other catechols in vitro and in vivo,https://doi.org/10.1126/science.126.3270.400,Medicine,catechols epinephrine methylation vivo vitro
1958.0,enzymatic o methylation of epinephrine and other catechols,,Medicine,catechols epinephrine methylation enzymatic
1949.0,the effect of sodium ions on the electrical activity of the giant axon of the squid,https://doi.org/10.1113/jphysiol.1949.sp004310,Medicine,squid axon giant electrical sodium ions effect activity
1954.0,quantal components of the end plate potential,https://doi.org/10.1113/jphysiol.1954.sp005129,Medicine,quantal plate end components potential
1957.0,a study of the desensitization produced by acetylcholine at the motor end plate,https://doi.org/10.1113/jphysiol.1957.sp005838,Medicine,desensitization acetylcholine motor plate end study produced
1951.0,an analysis of the end plate potential recorded with an intra cellular electrode,https://doi.org/10.1113/jphysiol.1951.sp004675,Medicine,intra electrode cellular plate recorded end potential analysis
1952.0,spontaneous subthreshold activity at motor nerve endings,https://doi.org/10.1113/jphysiol.1952.sp004735,Medicine,endings subthreshold spontaneous motor nerve activity
1943.0,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,,Medicine,virus resistance bacteria mutations sensitivity
1943.0,MUTATIONS OF BACTERIA FROM VIRUS SENSITIVITY TO VIRUS RESISTANCE,,Medicine,virus resistance bacteria mutations sensitivity
1961.0,the dependence of cell free protein synthesis in e coli upon naturally occuring or synthetic polyribonucleotides,,Medicine,polyribonucleotides occuring naturally dependence synthetic coli upon free synthesis cell
1961.0,nucleoside polyphosphates x 1 the synthesis and some reactions of nucleoside 5 phosphoromorpholidates and related compounds improved methods for the preparation of nucleoside 5 polyphosphates1,https://doi.org/10.1021/ja01464a034,Medicine,nucleoside phosphoromorpholidates polyphosphates1 polyphosphates improved preparation related methods compounds reactions
1958.0,carbodiimides viii 1 observations on the reactions of carbodiimides with acids and some new applications in the synthesis of phosphoric acid esters,https://doi.org/10.1021/ja01556a015,Medicine,carbodiimides phosphoric esters applications viii observations acids acid reactions synthesis
1962.0,studies on polynucleotides xiv 1specific synthesis of the c3 c5 interribonucleotide linkage syntheses of uridylyl 3 5 uridine and uridylyl 3 5 adenosine2,https://doi.org/10.1021/ja00862a023,Medicine,uridylyl adenosine2 uridine interribonucleotide c5 1specific c3 xiv polynucleotides syntheses
1963.0,studies on polynucleotides xxiv 1 the stepwise synthesis of specific deoxyribopolynucleotides 4 2 protected derivatives of deoxyribonucleosides and new syntheses of deoxyribonucleoside 3 phosphates3,https://doi.org/10.1021/ja00906a021,Medicine,phosphates3 deoxyribonucleoside deoxyribonucleosides protected deoxyribopolynucleotides stepwise xxiv polynucleotides syntheses derivatives
1959.0,studies on polynucleotides iii enzymic degradation substrate specificity and properties of snake venom phosphodiesterase,,Medicine,venom snake enzymic phosphodiesterase polynucleotides degradation iii substrate specificity studies
1953.0,supraspinal control of the muscle spindles and its significance,https://doi.org/10.1113/jphysiol.1953.sp005017,Medicine,spindles supraspinal significance muscle control
1956.0,excitatory and inhibitory processes acting upon individual purkinje cells of the cerebellum in cats,https://doi.org/10.1113/jphysiol.1956.sp005606,Medicine,cats cerebellum purkinje inhibitory excitatory acting processes upon individual cells
1944.0,fibre interaction in injured or compressed region of nerve,https://doi.org/10.1093/brain/67.2.125,Medicine,compressed injured fibre region interaction nerve
1933.0,the components of the retinal action potential in mammals and their relation to the discharge in the optic nerve,https://doi.org/10.1113/jphysiol.1933.sp002964,Medicine,retinal optic mammals discharge relation components nerve potential action
1952.0,the peripheral origin of nervous activity in the visual system,https://doi.org/10.1101/SQB.1952.017.01.013,Medicine,nervous peripheral origin visual activity system
1952.0,cistrans isomers of vitamin a and retinene in vision,https://doi.org/10.1126/science.115.2977.60,Medicine,cistrans retinene isomers vision vitamin
1963.0,pre lumirhodopsin and the bleaching of visual pigments,https://doi.org/10.1038/1971279a0,Medicine,lumirhodopsin pre bleaching pigments visual
1941.0,studies on prostatic cancer i the effect of castration of estrogen and of androgen injection on serum phosphatases in metastatic carcinoma of the prostate,,Medicine,prostate carcinoma metastatic phosphatases androgen castration estrogen prostatic cancer injection
1911.0,a sarcoma of the fowl transmissible by an agent separable from the tumor cells,https://doi.org/10.1084/jem.13.4.397,Medicine,transmissible fowl separable sarcoma tumor agent cells
1961.0,genetic regulatory mechanisms in the synthesis of proteins,https://doi.org/10.1016/S0022-2836(61)80072-7,Medicine,mechanisms regulatory genetic proteins synthesis
1950.0,induction of bacteriophage production in a bacterium,,Medicine,bacterium bacteriophage induction production
1961.0,on the regulation of gene activity,https://doi.org/10.1101/SQB.1961.026.01.024,Medicine,regulation gene activity
1961.0,genetic regulatory mechanisms in the synthesis of proteins,https://doi.org/10.1016/S0022-2836(61)80072-7,Medicine,mechanisms regulatory genetic proteins synthesis
1963.0,allosteric proteins and cellular control systems,https://doi.org/10.1016/S0022-2836(63)80091-1,Medicine,allosteric cellular control systems proteins
1961.0,general conclusions teleonomic mechanisms in cellular metabolism growth and differentiation,https://doi.org/10.1101/SQB.1961.026.01.048,Medicine,teleonomic conclusions differentiation metabolism cellular mechanisms growth general
1943.0,the biological conversion of cholesterol to cholic acid,,Medicine,cholic cholesterol conversion biological acid
1952.0,the recording of potentials from motoneurones with an intracellular electrode,https://doi.org/10.1113/jphysiol.1952.sp004759,Medicine,motoneurones electrode potentials recording intracellular
1954.0,cholinergic and inhibitory synapses in a pathway from motor axon collaterals to motoneurones,https://doi.org/10.1113/jphysiol.1954.sp005226,Medicine,collaterals cholinergic synapses motoneurones axon inhibitory motor pathway
1953.0,molecular structure of deoxypentose nucleic acids,https://doi.org/10.1007/978-3-662-47150-0_6,Medicine,deoxypentose nucleic acids molecular structure
1953.0,the structure of dna,https://doi.org/10.1101/SQB.1953.018.01.020,Medicine,dna structure
1953.0,genetical implications of the structure of deoxyribonucleic acid,https://doi.org/10.1038/171964b0,Medicine,genetical deoxyribonucleic implications acid structure
1953.0,the packing of  helices simple coiled coils,https://doi.org/10.1107/S0365110X53001964,Medicine,coils coiled packing helices simple
1953.0,genetical implications of the structure of deoxyribonucleic acid,https://doi.org/10.1038/171964b0,Medicine,genetical deoxyribonucleic implications acid structure
1947.0,a new audiometer,https://doi.org/10.3109/00016484709123756,Medicine,audiometer new
1951.0,the technique of free skin grafting in mammals,,Medicine,skin grafting mammals technique free
1950.0,the failure of antibody production in the chick embryo,https://doi.org/10.1038/icb.1950.29,Medicine,chick failure embryo antibody production
1958.0,enzymatic synthesis of deoxyribonucleic acid i preparation of substrates and partial purification of an enzyme from escherichia coli,,Medicine,deoxyribonucleic substrates partial preparation enzymatic purification escherichia coli enzyme acid
1955.0,116 isocitric dehydrogenase system tpn from pig heart,https://doi.org/10.1016/0076-6879(55)01121-X,Medicine,tpn dehydrogenase isocitric 116 heart pig system
1955.0,124 malic enzyme,https://doi.org/10.1016/0076-6879(55)01129-4,Medicine,malic 124 enzyme
1937.0,protective effect of phenolic ethers in the course of histaminic intoxication.,,Medicine,intoxication histaminic phenolic protective ethers course effect
1948.0,comparison of the fick and dye injection methods of measuring the cardiac output in man,https://doi.org/10.1152/ajplegacy.1948.153.2.309,Medicine,fick cardiac dye output man measuring comparison injection methods
1948.0,pulmonary in sufficiency i physiological classification clinical methods of analysis standard values in normal subjects,https://doi.org/10.1097/00005792-194809000-00001,Medicine,classification sufficiency clinical pulmonary standard values physiological subjects methods normal
1948.0,pulmonary in sufficiency i physiological classification clinical methods of analysis standard values in normal subjects,https://doi.org/10.1097/00005792-194809000-00001,Medicine,classification sufficiency clinical pulmonary standard values physiological subjects methods normal
1948.0,comparison of the fick and dye injection methods of measuring the cardiac output in man,https://doi.org/10.1152/ajplegacy.1948.153.2.309,Medicine,fick cardiac dye output man measuring comparison injection methods
1935.0,the yellow oxidation-enzyme,,Medicine,yellow oxidation enzyme
1949.0,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,https://doi.org/10.1126/science.109.2822.85,Medicine,lansing cultivation poliomyelitis strain embryonic tissues cultures various human virus
1949.0,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,https://doi.org/10.1126/science.109.2822.85,Medicine,lansing cultivation poliomyelitis strain embryonic tissues cultures various human virus
1949.0,cultivation of the lansing strain of poliomyelitis virus in cultures of various human embryonic tissues,https://doi.org/10.1126/science.109.2822.85,Medicine,lansing cultivation poliomyelitis strain embryonic tissues cultures various human virus
1945.0,a specific micromethod for the determination of acyl phosphates,,Medicine,phosphates micromethod acyl determination specific
1937.0,metabolism of ketonic acids in animal tissues,https://doi.org/10.1042/bj0310645,Medicine,ketonic metabolism animal tissues acids
1940.0,the soil as a source of microorganisms antagonistic to disease producing bacteria,,Medicine,antagonistic microorganisms soil source bacteria disease producing
1937.0,atrophy of the adrenal cortex of the rat produced by the administration of large amounts of cortin,https://doi.org/10.1126/science.86.2228.245,Medicine,cortin administration atrophy adrenal amounts rat cortex large produced
1936.0,the chemistry of crystalline substances isolated from the suprarenal gland,,Medicine,gland suprarenal chemistry crystalline substances isolated
1937.0,desoxy cortico steron 21 oxy progesteron aus 5 3 oxy atio cholensaure,https://doi.org/10.1002/hlca.193702001158,Medicine,oxy cholensaure atio progesteron steron desoxy cortico 21 aus
1934.0,eine ergiebige synthese der l ascorbinsaure c vitamin,https://doi.org/10.1002/hlca.19340170136,Medicine,ascorbinsaure ergiebige synthese eine vitamin der
1949.0,the effect of a hormone of the adrenal cortex (17-hydroxy-11-dehydrocorticosterone - compound-e) and of pituitary adrenocorticotropic hormone on rheumatoid arthritis - preliminary report,https://doi.org/10.1136/ard.8.2.97,Medicine,hormone rheumatoid arthritis dehydrocorticosterone pituitary adrenocorticotropic 17 adrenal compound hydroxy
1936.0,hypothalamus und die zentren des autonomen nervensystems physiologie,https://doi.org/10.1007/BF01814243,Medicine,physiologie nervensystems autonomen zentren hypothalamus die und des
1944.0,the constitution and toxic effect of natural and new synthetic insect killing substances,,Medicine,killing insect toxic natural constitution synthetic substances effect new
1929.0,glycogen formation in the liver from d and l lactic acid,,Medicine,lactic glycogen liver formation acid
1929.0,glycogen formation in the liver from d and l lactic acid,,Medicine,lactic glycogen liver formation acid
1928.0,the production of mutations by x rays,https://doi.org/10.1073/pnas.14.9.714,Medicine,mutations production rays
1928.0,the measurement of gene mutation rate in drosophila its high variability and its dependence upon temperature,,Medicine,variability dependence mutation measurement drosophila rate upon temperature gene
1941.0,further observations on penicillin,https://doi.org/10.1016/S0140-6736(00)72122-2,Medicine,penicillin observations
1940.0,penicillin as a chemotherapeutic agent,https://doi.org/10.1016/S0140-6736(01)08728-1,Medicine,chemotherapeutic penicillin agent
1929.0,on the antibacterial action of cultures of a penicillium with special reference to their use in the isolation of b influenzae,,Medicine,penicillium antibacterial reference influenzae special isolation cultures action
1940.0,penicillin as a chemotherapeutic agent,https://doi.org/10.1016/S0140-6736(01)08728-1,Medicine,chemotherapeutic penicillin agent
1925.0,the nature of conduction of an impulse in the relatively refractory period,https://doi.org/10.1152/ajplegacy.1925.73.3.613,Medicine,refractory impulse relatively conduction period nature
1929.0,the role of fiber size in the establishment of a nerve block by pressure or cocaine,https://doi.org/10.1152/ajplegacy.1929.88.4.581,Medicine,cocaine establishment fiber block size role pressure nerve
1924.0,the compound nature of the action current of nerve as disclosed by the cathode ray oscillograph,https://doi.org/10.1152/ajplegacy.1924.70.3.624,Medicine,oscillograph disclosed compound cathode nature current nerve ray action
1922.0,a study of the action currents of nerve with the cathode ray oscillograph,https://doi.org/10.1152/ajplegacy.1922.62.3.496,Medicine,oscillograph currents cathode study nerve ray action
1927.0,the role played by the sizes of the constituent fibers of a nerve trunk in determining the form of its action potential wave,https://doi.org/10.1152/ajplegacy.1927.80.3.522,Medicine,trunk fibers constituent sizes played determining wave role nerve potential
1925.0,the nature of conduction of an impulse in the relatively refractory period,https://doi.org/10.1152/ajplegacy.1925.73.3.613,Medicine,refractory impulse relatively conduction period nature
1929.0,the role of fiber size in the establishment of a nerve block by pressure or cocaine,https://doi.org/10.1152/ajplegacy.1929.88.4.581,Medicine,cocaine establishment fiber block size role pressure nerve
1924.0,the compound nature of the action current of nerve as disclosed by the cathode ray oscillograph,https://doi.org/10.1152/ajplegacy.1924.70.3.624,Medicine,oscillograph disclosed compound cathode nature current nerve ray action
1922.0,a study of the action currents of nerve with the cathode ray oscillograph,https://doi.org/10.1152/ajplegacy.1922.62.3.496,Medicine,oscillograph currents cathode study nerve ray action
1927.0,the role played by the sizes of the constituent fibers of a nerve trunk in determining the form of its action potential wave,https://doi.org/10.1152/ajplegacy.1927.80.3.522,Medicine,trunk fibers constituent sizes played determining wave role nerve potential
1939.0,the isolation of vitamins k1 and,https://doi.org/10.1021/ja01874a507,Medicine,k1 vitamins isolation
1939.0,the isolation of vitamin k2,,Medicine,k2 vitamin isolation
1935.0,the antihaemorrhagic vitamin of the chick,https://doi.org/10.1042/bj0291273,Medicine,antihaemorrhagic chick vitamin
1935.0,eine neue klasse von desinfektionsmitteln,https://doi.org/10.1055/s-0028-1129654,Medicine,desinfektionsmitteln klasse neue eine von
1935.0,ein beitrag zur chemotherapie der bakteriellen infektionen,https://doi.org/10.1055/s-0028-1129486,Medicine,infektionen bakteriellen chemotherapie beitrag ein zur der
1931.0,"the mechanism of bradycardia caused by nicotine, lobeline, cyanine, sodium sulphur, nitrite and morphine. the asphyctic bradycardia",,Medicine,bradycardia morphine asphyctic nitrite cyanine nicotine lobeline sulphur caused sodium
1914.0,the action of certain esters and ethers of choline and their relation to muscarine,,Medicine,muscarine choline ethers esters relation certain action
1924.0,uber humorale ubertragbarkeit der herznervenwirkung,https://doi.org/10.1007/BF01722757,Medicine,herznervenwirkung ubertragbarkeit humorale uber der
1924.0,uber induktion von embryonalanlagen durch implantation artfremder organisatoren,https://doi.org/10.1007/BF02108176,Medicine,organisatoren artfremder induktion embryonalanlagen implantation durch von uber
1920.0,blood volume studies iii behavior of large series of dyes introduced into the circulating blood,https://doi.org/10.1152/ajplegacy.1920.51.2.232,Medicine,blood dyes circulating volume introduced iii series behavior large studies
1916.0,sex limited inheritance in drosophila,https://doi.org/10.1126/science.32.812.120,Medicine,inheritance sex limited drosophila
1929.0,the discharge of impulses in motor nerve fibres part ii the frequency of discharge in reflex and voluntary contractions,https://doi.org/10.1113/jphysiol.1929.sp002557,Medicine,discharge voluntary contractions fibres impulses reflex motor frequency nerve ii
1928.0,the discharge of impulses in motor nerve fibres part i impulses in single fibres of the phrenic nerve,https://doi.org/10.1113/jphysiol.1928.sp002509,Medicine,fibres impulses nerve phrenic discharge motor part single
1912.0,feeding experiments illustrating the importance of accessory factors in normal dietaries,https://doi.org/10.1113/jphysiol.1912.sp001524,Medicine,dietaries accessory illustrating feeding importance factors normal experiments
1909.0,experimental reproduction of exanthematic typhus in the monkey,,Medicine,reproduction exanthematic typhus monkey experimental
1909.0,experiemntal transmission of the exanthematic typhus by the body louse.,,Medicine,louse experiemntal typhus exanthematic body transmission
1903.0,ein neues galvanometer,https://doi.org/10.1002/andp.19033171308,Medicine,galvanometer neues ein
1921.0,The internal secretion of the pancreas,https://doi.org/10.5555/uri:pii:S0022214322903841,Medicine,pancreas secretion internal
